FID,Date,Time,POINT_X,POINT_Y,Class,Video_file,Subst_Orig,Subst_Cla,Sub_Subcl,Sub_Grp,Sub_Subgr,CMECS,Modifier,CMECSMod,Co_oc_el1,CMECS_1,Modifier_1,CMECSMod1,Co_oc_el2,CMECS_2,Modifier_2,CMECSMod2,Co_oc_el3,CMECS_3,Modifier_3,CMECSMod3,Co_oc_el4,CMECS_4,Modifier_4,CMECSMod4,Site_ID,Video_file_1,Boulder,Cobble,Pebble,Gravel,Shell,Sand,Mud,Kelp,Macroalgae,Filamentous_microalgae,Coralline_algae,Seagrass,Crab,Sponge,Sea_pen,Anemone,Sea_star,Urchin,Bryozoan,Tunicate,Nudibranch,Polychaete,Octopus,Clam_siphons,FID_1,Date_1,Time_1,POINT_X_1,POINT_Y_1,Class_1,Video_file_12,Subst_Orig_1,Subst_Cla_1,Sub_Subcl_1,Sub_Grp_1,Sub_Subgr_1,CMECS_12,Modifier_12,CMECSMod_1,Co_oc_el1_1,CMECS_12_13,Modifier_12_13,CMECSMod1_1,Co_oc_el2_1,CMECS_23,Modifier_23,CMECSMod2_1,Co_oc_el3_1,CMECS_34,Modifier_34,CMECSMod3_1,Co_oc_el4_1,CMECS_45,Modifier_45,CMECSMod4_1,Site_ID_1,Depth,Otters
45,7/11/2016 0:00,3:11 PM,-151.8984308,59.42319781,"sand, shell 10-<50%",KBAY_2016_07_11_190_clip-10.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand, ,S1.2.2.2, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2016_190,KBAY_2016_07_11_190_clip-10.mp4,0,0,0,0,30,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,7/11/2016 0:00,3:11 PM,-151.8984308,59.42319781,"sand, shell 10-<50%",KBAY_2016_07_11_190_clip-10.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand, ,S1.2.2.2, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2016_190,-24.91672897,0
61,7/18/2016 0:00,1:32 PM,-151.3641563,59.43446212,"mud, shell 10-<50%, cobble/gravel 10-<50%, macroalgae 0-<10%, microalgae 10-<50%",KBAY_2016_07_18_GOPR0_247_clip-10.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 0% - <10%,PC01-PC02,Bacterial Mat/Film,2.3.2.2,Percent Cover 10% - <50%,PC03-PC06,2016_247,KBAY_2016_07_18_GOPR0_247_clip-10.mp4,0,20,20,0,30,30,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,61,7/18/2016 0:00,1:32 PM,-151.3641563,59.43446212,"mud, shell 10-<50%, cobble/gravel 10-<50%, macroalgae 0-<10%, microalgae 10-<50%",KBAY_2016_07_18_GOPR0_247_clip-10.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 0% - <10%,PC01-PC02,Bacterial Mat/Film,2.3.2.2,Percent Cover 10% - <50%,PC03-PC06,2016_247,-13.7245388,0
62,7/13/2016 0:00,11:11 AM,-151.7629212,59.55131495,"mud, shell 0-<10%",KBAY_2016_07_13_250_clip-8.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_250,KBAY_2016_07_13_250_clip-8.mp4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62,7/13/2016 0:00,11:11 AM,-151.7629212,59.55131495,"mud, shell 0-<10%",KBAY_2016_07_13_250_clip-8.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_250,-72.0712738,0
65,7/18/2016 0:00,11:14 AM,-151.4139612,59.4649836,"mud, shell 0-<10%",KBAY_2016_07_18_GOPR0_260_clip-11.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_260,KBAY_2016_07_18_GOPR0_260_clip-11.mp4,0,0,0,0,5,0,95,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,7/18/2016 0:00,11:14 AM,-151.4139612,59.4649836,"mud, shell 0-<10%",KBAY_2016_07_18_GOPR0_260_clip-11.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_260,-25.35322952,0
67,7/18/2016 0:00,9:24 AM,-151.4486258,59.47476922,"boulder/cobble/gravel 10-<50%, shell 50-<90%, macroalgae 10-<50%",KBAY_2016_07_18_GOPR0_270_clip-12.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10,Filamentous Algal Bed,2.5.1.4,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , ,2016_270,KBAY_2016_07_18_GOPR0_270_clip-12.mp4,15,15,15,0,20,35,0,0,5,20,15,0,0,0,0,0,2,0,0,0,0,0,0,0,67,7/18/2016 0:00,9:24 AM,-151.4486258,59.47476922,"boulder/cobble/gravel 10-<50%, shell 50-<90%, macroalgae 10-<50%",KBAY_2016_07_18_GOPR0_270_clip-12.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10,Filamentous Algal Bed,2.5.1.4,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , ,2016_270,-11.37977886,0
76,7/12/2016 0:00,1:47 PM,-151.3623314,59.56348468,"mud, shell 0-<10%, macroalgae 10-<50%",KBAY_2016_07_12_298_clip-16.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , ,2016_298,KBAY_2016_07_12_298_clip-16.mp4,0,0,0,0,20,0,80,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,76,7/12/2016 0:00,1:47 PM,-151.3623314,59.56348468,"mud, shell 0-<10%, macroalgae 10-<50%",KBAY_2016_07_12_298_clip-16.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , ,2016_298,-4.646838188,0
80,7/12/2016 0:00,11:32 AM,-151.4379566,59.55228532,"mud, shell 10-<50%",KBAY_2016_07_12_305_clip-18.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2016_305,KBAY_2016_07_12_305_clip-18.mp4,0,0,0,0,30,0,70,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,80,7/12/2016 0:00,11:32 AM,-151.4379566,59.55228532,"mud, shell 10-<50%",KBAY_2016_07_12_305_clip-18.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2016_305,-34.85307693,0
107,7/11/2016 0:00,3:05 PM,-151.8919174,59.42037326,"sand, shell 10-<50%, boulder/cobble/gravel 10-<50%, macroalgae 50-<90%, microalgae 10-<50%",KBAY_2016_07_11_362_clip-14.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand, ,S1.2.2.2, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 50% - <90%,PC07-PC10,Bacterial Mat/Film,2.3.2.2,Percent Cover 10% - <50%,PC03-PC06,2016_362,KBAY_2016_07_11_362_clip-14.mp4,70,0,0,0,0,30,0,50,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,107,7/11/2016 0:00,3:05 PM,-151.8919174,59.42037326,"sand, shell 10-<50%, boulder/cobble/gravel 10-<50%, macroalgae 50-<90%, microalgae 10-<50%",KBAY_2016_07_11_362_clip-14.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand, ,S1.2.2.2, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 50% - <90%,PC07-PC10,Bacterial Mat/Film,2.3.2.2,Percent Cover 10% - <50%,PC03-PC06,2016_362,-18.36590767,0
111,7/10/2016 0:00,9:02 AM,-151.5248643,59.459263,"cobble/gravel 10-<50%, shell 0-<10%, macroalgae 90-100%",KBAY_2016_07_10_371_clip-17.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 90% - <100%,PC11, , , , , , , , ,2016_371,KBAY_2016_07_10_371_clip-17.mp4,100,0,0,0,0,0,0,90,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,111,7/10/2016 0:00,9:02 AM,-151.5248643,59.459263,"cobble/gravel 10-<50%, shell 0-<10%, macroalgae 90-100%",KBAY_2016_07_10_371_clip-17.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 90% - <100%,PC11, , , , , , , , ,2016_371,-3.774914026,0
120,7/12/2016 0:00,9:46 AM,-151.6532571,59.53059325,"mud, shell 0-<10%",KBAY_2016_07_12_398_clip-21.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_398,KBAY_2016_07_12_398_clip-21.mp4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,7/12/2016 0:00,9:46 AM,-151.6532571,59.53059325,"mud, shell 0-<10%",KBAY_2016_07_12_398_clip-21.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_398,-97.27445221,0
123,7/12/2016 0:00,11:43 AM,-151.4484988,59.55506297,"mud, shell 0-<10%",KBAY_2016_07_12_402_clip-22.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_402,KBAY_2016_07_12_402_clip-22.mp4,0,0,0,0,15,0,85,0,0,5,0,0,0,0,2,0,0,0,6,0,0,0,0,0,123,7/12/2016 0:00,11:43 AM,-151.4484988,59.55506297,"mud, shell 0-<10%",KBAY_2016_07_12_402_clip-22.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_402,-65.87298584,0
125,7/11/2016 0:00,10:13 AM,-151.9051998,59.44536926,"cobble/gravel 0-<10%, shell 50-<90%",KBAY_2016_07_11_412_clip-17.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 0% - <10%,PC01-PC02,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , , , , , ,2016_412,KBAY_2016_07_11_412_clip-17.mp4,0,30,50,0,20,0,0,0,5,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,125,7/11/2016 0:00,10:13 AM,-151.9051998,59.44536926,"cobble/gravel 0-<10%, shell 50-<90%",KBAY_2016_07_11_412_clip-17.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 0% - <10%,PC01-PC02,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , , , , , ,2016_412,-47.00342941,0
128,7/18/2016 0:00,9:55 AM,-151.4372366,59.46301004,"mud, shell 50-<90%, cobble/gravel 10-<50%, macroalgae 0-<10%",KBAY_2016_07_18_GOPR0_419_clip-14.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Filamentous Algal Bed,2.5.1.4,Percent Cover 0% - <10%,PC01-PC02, , , , ,2016_419,KBAY_2016_07_18_GOPR0_419_clip-14.mp4,0,20,10,0,60,0,10,5,0,20,5,0,0,0,0,5,3,0,0,0,0,0,0,0,128,7/18/2016 0:00,9:55 AM,-151.4372366,59.46301004,"mud, shell 50-<90%, cobble/gravel 10-<50%, macroalgae 0-<10%",KBAY_2016_07_18_GOPR0_419_clip-14.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Filamentous Algal Bed,2.5.1.4,Percent Cover 0% - <10%,PC01-PC02, , , , ,2016_419,-25.7702713,0
138,7/12/2016 0:00,1:34 PM,-151.3559701,59.56789259,"sand, shell 0-<10%",KBAY_2016_07_12_442_clip-24.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand, ,S1.2.2.2, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_442,KBAY_2016_07_12_442_clip-24.mp4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,7/12/2016 0:00,1:34 PM,-151.3559701,59.56789259,"sand, shell 0-<10%",KBAY_2016_07_12_442_clip-24.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand, ,S1.2.2.2, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_442,-11.80574799,0
145,7/10/2016 0:00,9:31 AM,-151.5239926,59.47256009,"mud, shell 10-<50%",KBAY_2016_07_10_469_clip-23.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2016_469,KBAY_2016_07_10_469_clip-23.mp4,0,0,0,0,20,0,80,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,145,7/10/2016 0:00,9:31 AM,-151.5239926,59.47256009,"mud, shell 10-<50%",KBAY_2016_07_10_469_clip-23.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2016_469,-21.97584343,0
146,7/18/2016 0:00,10:06 AM,-151.4302563,59.4611626,shell 90-100%,KBAY_2016_07_18_GOPR0_473_clip-16.mp4,Biogenic,Shell,Shell Rubble, , ,S.2.5.2,Percent Cover 90% - 100%,PC11, , , , , , , , , , , , , , , , ,2016_473,KBAY_2016_07_18_GOPR0_473_clip-16.mp4,0,10,30,0,45,0,15,5,0,10,0,0,0,0,0,3,1,0,0,0,0,0,0,0,146,7/18/2016 0:00,10:06 AM,-151.4302563,59.4611626,shell 90-100%,KBAY_2016_07_18_GOPR0_473_clip-16.mp4,Biogenic,Shell,Shell Rubble, , ,S.2.5.2,Percent Cover 90% - 100%,PC11, , , , , , , , , , , , , , , , ,2016_473,-62.09632874,0
154,7/10/2016 0:00,9:44 AM,-151.5156896,59.47756298,"mud, shell 10-<50%, cobble/gravel 10-<50%, macroalgae 50-<90%",KBAY_2016_07_10_500_clip-27.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 10% - <50%,PC03-PC06, , , , ,2016_500,KBAY_2016_07_10_500_clip-27.mp4,0,10,10,0,20,0,60,30,10,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,154,7/10/2016 0:00,9:44 AM,-151.5156896,59.47756298,"mud, shell 10-<50%, cobble/gravel 10-<50%, macroalgae 50-<90%",KBAY_2016_07_10_500_clip-27.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 10% - <50%,PC03-PC06, , , , ,2016_500,-9.860438347,0
163,7/10/2016 0:00,3:51 PM,-151.5669681,59.47308762,"mud, shell 10-<50%, macroalgae 0-<10%, microalgae 10-<50%",KBAY_2016_07_10_541_clip-28.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Filamentous Algal Bed,2.5.1.4,Percent Cover 0% - <10%,PC01-PC02,Bacterial Mat/Film,2.3.2.2,Percent Cover 10% - <50%,PC03-PC06, , , , ,2016_541,KBAY_2016_07_10_541_clip-28.mp4,0,0,0,0,30,0,70,0,5,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,163,7/10/2016 0:00,3:51 PM,-151.5669681,59.47308762,"mud, shell 10-<50%, macroalgae 0-<10%, microalgae 10-<50%",KBAY_2016_07_10_541_clip-28.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06,Filamentous Algal Bed,2.5.1.4,Percent Cover 0% - <10%,PC01-PC02,Bacterial Mat/Film,2.3.2.2,Percent Cover 10% - <50%,PC03-PC06, , , , ,2016_541,-9.015762329,0
173,7/10/2016 0:00,9:14 AM,-151.5223984,59.45785371,"cobble/gravel 10-<50%, shell 0-<10%, macroalgae 90-100%",KBAY_2016_07_10_571_clip-30.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 90% - <100%,PC11, , , , , , , , ,2016_571,KBAY_2016_07_10_571_clip-30.mp4,0,0,0,0,20,0,0,90,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,173,7/10/2016 0:00,9:14 AM,-151.5223984,59.45785371,"cobble/gravel 10-<50%, shell 0-<10%, macroalgae 90-100%",KBAY_2016_07_10_571_clip-30.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 90% - <100%,PC11, , , , , , , , ,2016_571,-3.093597651,0
177,7/12/2016 0:00,4:01 PM,-151.4876642,59.49820687,"mud, shell 50-<90%, macroalgae 0-<10%",KBAY_2016_07_12_581_clip-27.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10,Filamentous Algal Bed,2.5.1.4,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , ,2016_581,KBAY_2016_07_12_581_clip-27.mp4,0,0,10,0,30,20,40,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,177,7/12/2016 0:00,4:01 PM,-151.4876642,59.49820687,"mud, shell 50-<90%, macroalgae 0-<10%",KBAY_2016_07_12_581_clip-27.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10,Filamentous Algal Bed,2.5.1.4,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , ,2016_581,-19.51129913,0
178,7/18/2016 0:00,9:35 AM,-151.4511689,59.46879091,"mud, shell 10-<50%",KBAY_2016_07_18_GOPR0_590_clip-19.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2016_590,KBAY_2016_07_18_GOPR0_590_clip-19.mp4,0,0,0,0,40,0,60,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,178,7/18/2016 0:00,9:35 AM,-151.4511689,59.46879091,"mud, shell 10-<50%",KBAY_2016_07_18_GOPR0_590_clip-19.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2016_590,-31.19919777,0
188,7/12/2016 0:00,4:08 PM,-151.4832599,59.49638638,"mud, shell 50-<90%",KBAY_2016_07_12_620_clip-28.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , , , , , ,2016_620,KBAY_2016_07_12_620_clip-28.mp4,0,0,0,0,50,0,50,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,188,7/12/2016 0:00,4:08 PM,-151.4832599,59.49638638,"mud, shell 50-<90%",KBAY_2016_07_12_620_clip-28.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , , , , , ,2016_620,-29.7551384,0
193,7/11/2016 0:00,10:24 AM,-151.9238167,59.43682917,"mud, shell 50-<90%",KBAY_2016_07_11_630_clip-24.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , , , , , ,2016_630,KBAY_2016_07_11_630_clip-24.mp4,0,0,50,0,30,0,20,0,0,30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,193,7/11/2016 0:00,10:24 AM,-151.9238167,59.43682917,"mud, shell 50-<90%",KBAY_2016_07_11_630_clip-24.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Cobble/Pebble,S1.2.1.1.2/S1.2.1.1.3,Percent Cover 10% - <50%,PC03-PC06,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , , , , , ,2016_630,-43.02453995,0
210,7/12/2016 0:00,10:12 AM,-151.5851856,59.54147049,"mud, shell 0-<10%",KBAY_2016_07_12_678_clip-29.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_678,KBAY_2016_07_12_678_clip-29.mp4,0,0,0,0,5,0,95,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,210,7/12/2016 0:00,10:12 AM,-151.5851856,59.54147049,"mud, shell 0-<10%",KBAY_2016_07_12_678_clip-29.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2016_678,-110.7021484,0
220,7/17/2016 0:00,3:52 PM,-151.3034495,59.58275707,"mud, shell 0%",KBAY_2016_07_17_770_clip-27.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2016_770,KBAY_2016_07_17_770_clip-27.mp4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,7/17/2016 0:00,3:52 PM,-151.3034495,59.58275707,"mud, shell 0%",KBAY_2016_07_17_770_clip-27.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2016_770,-51.5606842,0
